Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
데이브 더 다이버 (DAVE THE DIVER),24000,15600,35%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000060369
호그와트 레거시 Hogwarts Legacy,79800,15960,80%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000062279
바텐 카이토스 Ⅰ＆Ⅱ HD Remaster,59800,17800,70%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000055736
라스트 캠프파이어,16000,1600,90%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000028623
Biped,15500,3100,80%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000030271
8번 출구,4500,3600,20%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000079121
다함께 쿠키요미,5250,2620,50%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000027865
장미와 동백 - 호화찬란 버전,15560,6220,60%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000062210
8번 승강장,4500,3600,20%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000085175
Kingdom Come Deliverance: Royal Edition,64800,16200,75%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000056683
No Man's Sky Nintendo Switch 2 Edition,64800,25920,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000099218
Don't Starve Together,15500,5270,66%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000060781
Skul: The Hero Slayer,21000,10500,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000037367
Celeste,21500,5380,75%,2025-10-28,2025/11/3 23:59,https://store.nintendo.co.kr/70010000064972
Discounty: 크레이지 마트,22800,18240,20%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000100101
마리오와 소닉 AT 2020 도쿄 올림픽™,59800,29900,50%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000013896
Dinkum(딩컴),24000,21600,10%,2025-10-28,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
Unrailed!,25990,5190,80%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000034669
호그와트 레거시Hogwarts Legacy,79800,55860,30%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000095419
SD건담 배틀 얼라이언스,79800,13800,83%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000050233
Shift Happens,12000,1200,90%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000052333
LEGO® Star Wars™: 스카이워커 사가 (The Skywalker Saga),64800,12960,80%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000049038
뿌요뿌요™테트리스® S,29800,14900,50%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000009163
다함께 쿠키요미4 Nintendo Switch 2 Edition,14500,10150,30%,2025-10-28,2026/1/31 23:59,https://store.nintendo.co.kr/70010000100767
Sifu,54000,16200,70%,2025-10-28,2025/11/1 23:59,https://store.nintendo.co.kr/70010000050835
Ni no Kuni™ II: Revenant Kingdom PRINCE'S EDITION,64800,8800,86%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000037236
다이시 던전,14900,2980,80%,2025-10-28,2025/11/6 23:59,https://store.nintendo.co.kr/70010000028409
트라인 4: 악몽의 왕자,35000,7000,80%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000028296
No Man's Sky,64800,25920,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000044639
Figment,19990,1000,95%,2025-10-28,2025/11/11 23:59,https://store.nintendo.co.kr/70010000039724
Metro 2033 Redux,22700,3400,85%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000028628
SONIC MANIA,20000,6000,70%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000012912
24h편의점 스토리(Convenience Stories),15000,4950,67%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000061350
Subnautica 서브노티카,31000,15500,50%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000030086
소드 아트 온라인 -페이탈 불릿- Complete Edition,59800,6800,89%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000014621
Roots of Pacha,27800,16680,40%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000069218
TOEM,25000,5000,80%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000056151
Warpips,28000,4200,85%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000054228
GRID™ Autosport,33990,24990,26%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000015908
Mayhem Brawler,24900,6220,75%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000045455
태고의 달인 쿵딱! 두 가지 RPG 대모험,54800,15800,71%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000032292
Scoop it! Crane Game,7000,5000,29%,2025-10-28,2026/1/6 23:59,https://store.nintendo.co.kr/70010000103473
Criminal Cleaner Simulator,13990,4190,70%,2025-10-28,2025/11/6 23:59,https://store.nintendo.co.kr/70010000099646
스펠 디스크 (Spell Disk),16000,12800,20%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000090885
Stuff it!,9650,1990,79%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000099214
DOOM + DOOM II,11420,4560,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000078056
미제사건은 끝내야 하니까,10800,7560,30%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000083095
Batman: Arkham Knight,33800,13520,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000045913
Company of Heroes Collection,33990,16990,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000042892
안개탐정Tales of the Neon Sea,42000,10500,75%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000050042
Blackguards 2,12000,1200,90%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000051893
Agent A - 숨겨진 퍼즐,23000,11500,50%,2025-10-28,2025/11/7 23:59,https://store.nintendo.co.kr/70010000050406
The Colonists (더 콜로니스트),35000,14000,60%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000046247
WHAT THE GOLF?,20500,8200,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000048116
성검전설 Legend of Mana,34800,13920,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000034468
LEGO® 인크레더블,62000,4960,92%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000010701
Becastled,34920,31420,10%,2025-10-28,2025/10/30 23:59,https://store.nintendo.co.kr/70010000102676
메이즈: 패스 오브 라이트,11390,5690,50%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000105555
드래곤 나이츠 크로니클(Dragon Knights Chronicle),29000,23200,20%,2025-10-28,2025/11/19 23:59,https://store.nintendo.co.kr/70010000091611
이상한 사냥터(Strange Hunting Grounds),19000,13300,30%,2025-10-28,2025/11/19 23:59,https://store.nintendo.co.kr/70010000095679
Cat&Rabbit Pizza Farming,14650,1990,86%,2025-10-28,2025/11/15 23:59,https://store.nintendo.co.kr/70010000096146
Snake.io,11990,4990,58%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000084442
"해리 포터: 퀴디치 챔피언
Harry Potter: Quidditch Champions",40800,8160,80%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000066484
킬 나이트 (KILL KNIGHT),17500,8750,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000076266
Iron Meat,21500,17200,20%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000082042
NanoApostle,27290,17730,35%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000067439
원피스 오디세이 디럭스 에디션,59800,29800,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000063982
소피아의 여행Sophia the Traveler,9900,4450,55%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000049724
Outward Definitive Edition,49800,7470,85%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000076102
Shanghai LEGEND,23980,14380,40%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000072678
Batman: Arkham City,33800,13520,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000045908
Trombone Champ,15500,6200,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000065991
Trine 5: A Clockwork Conspiracy,34800,23660,32%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000069643
Operate Now: Hospital,10000,1000,90%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000066733
Ace Angler 낚시 스피릿 파닥파닥 즐거운 수족관,54800,19800,64%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000054583
드래곤볼 더 브레이커즈,24800,3800,85%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000029641
Sky Games 하늘 게임,17900,1000,94%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000048536
Marooners,16700,1000,94%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000025051
Knights & Guns,34400,1000,97%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000042142
Very Very Valet,16000,3000,81%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000036323
Mad Father,10500,6300,40%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000035381
Cozy Grove,16000,7920,50%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000040140
가면라이더 메모리 오브 히어로즈,64800,9800,85%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000021858
Vigil: The Longest Night,21900,10950,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000021966
Metro: Last Light Redux,22700,3400,85%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000028627
Ni no Kuni: Wrath of the White Witch,54800,9800,82%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000016903
테일즈 오브 베스페리아 REMASTER,59800,11800,80%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000013581
두뇌 트레이닝! 한자를 어떻게 쓰나요?,3900,2900,26%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000106707
Lucky Hunter,6700,5960,11%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000092546
Yandere Girlfriend Simulator: Psycho Romance Game,34990,13990,60%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000102261
Asterix & Obelix - Mission Babylon,25000,22500,10%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000093783
마녀가미－The Witch of Luludidea－,65000,58500,10%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000097799
마녀가미－The Witch of Luludidea－,55000,49500,10%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000100993
THE GOOD OLD DAYS,15500,13950,10%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000087745
Ultimate Hentai Puzzle,26990,5390,80%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000109813
Hentai Party: Secret Garden,26990,5390,80%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000107008
Cat God Ranch,13490,10790,20%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000103835
어드벤처러,7800,6630,15%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000096743
Five Nights with Tung Tung Sahur,16900,6990,59%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000107105
Cats and Seek : Kyoto,3900,2600,33%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000101271
Super Mining Mechs,12000,9600,20%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000097216
Hentai Party: Summer Paradise,26990,5390,80%,2025-10-28,2025/10/30 23:59,https://store.nintendo.co.kr/70010000106761
다함께 쿠키요미4 Nintendo Switch 2 Edition 업그레이드 패스,5600,4480,20%,2025-10-28,2026/1/31 23:59,https://store.nintendo.co.kr/70050000061045
Truck Simulator 25: Euro Driver,13990,4190,70%,2025-10-28,2025/11/6 23:59,https://store.nintendo.co.kr/70010000102030
TUNG TUNG SAHUR EXTREME,6930,1000,86%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000103434
Kemono Teatime,14500,11600,20%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000083656
Neko Bento 2,8250,1990,76%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000103873
Not Not 2 - 두뇌 챌린지,5690,2560,55%,2025-10-28,2025/11/12 23:59,https://store.nintendo.co.kr/70010000100581
귀여운 틀린 그림 찾기2,3900,1950,50%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000103077
팜랜드,7150,2650,63%,2025-10-28,2025/11/18 23:59,https://store.nintendo.co.kr/70010000075778
두뇌운동! 명화 틀린 그림 찾기,8900,4450,50%,2025-10-28,2025/11/15 23:59,https://store.nintendo.co.kr/70010000100133
Into The Emberlands,7800,2730,65%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000075649
CarsWheels,19900,4880,75%,2025-10-28,2025/11/3 23:59,https://store.nintendo.co.kr/70010000100014
얀데레 공방,10000,5000,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000098252
MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED,49800,39800,20%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000095443
American Arcadia,21500,15050,30%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000087160
Aooni The Horror of Blueberry Onsen,14000,8400,40%,2025-10-28,2025/11/10 23:59,https://store.nintendo.co.kr/70010000091843
의료 검사 과학: 종합병원의 애니메이션 의사 사랑 (Medical Lab Science: Anime Doctor Love in the Public Hospital),22490,8990,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000095269
Sniper Scope: 현실적인 전술 슈팅 게임,10000,7000,30%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000093104
걸스포스 언더웨어 아카데미(Girls Force: Underwear Academy),19000,13300,30%,2025-10-28,2025/11/19 23:59,https://store.nintendo.co.kr/70010000093999
귀여운 틀린 그림 찾기,3900,1950,50%,2025-10-28,2025/11/15 23:59,https://store.nintendo.co.kr/70010000094269
K-pop 아이돌 데이팅: B.SeveT를 위한 애니메이션 러브 (K-pop Idols Dating: Anime Love for B.SeveT),21900,8760,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000093053
"비치 보이즈 3: 별자리, 사랑 & 운세 데이트 (Beach Boys 3: Zodiac Signs, Love & Horoscope Dating)",22490,8990,60%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000094209
8 인 너 Plus,3400,2380,30%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000091833
Float Survival Simulator - Ocean Survivor,17990,6990,61%,2025-10-28,2025/10/30 23:59,https://store.nintendo.co.kr/70010000087061
DODONPACHI SAIDAIOUJOU,42800,38520,10%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000082203
헤이안 스토리(Heian City Story),15000,7500,50%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000087452
쿡 포 러브,18000,2990,83%,2025-10-28,2025/11/12 23:59,https://store.nintendo.co.kr/70010000084684
Neko Bento,9700,2990,69%,2025-10-28,2025/11/8 23:59,https://store.nintendo.co.kr/70010000088874
숫자를 찾아라!,3900,1950,50%,2025-10-28,2025/11/9 23:59,https://store.nintendo.co.kr/70010000085343
클락 타워: 리와인드（Clock Tower: Rewind）,27500,15120,45%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000084378
Fear the Spotlight,22800,11400,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000084843
Crow Country,25000,12500,50%,2025-10-28,2025/11/6 23:59,https://store.nintendo.co.kr/70010000054544
Refind Self: 성격 진단 게임,10800,8640,20%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000078743
무지개 내리는 바다,20020,14010,30%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000078879
Parking Masters,17990,5390,70%,2025-10-28,2025/11/18 23:59,https://store.nintendo.co.kr/70010000084776
SCHiM,27000,16200,40%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000079745
패밀리 레스토랑을 향유하라,13000,9100,30%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000070957
Biomutant,44800,34490,23%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000075289
ANIMAL WELL,25000,18750,25%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000065086
Another Crab's Treasure,32000,19200,40%,2025-10-28,2025/11/11 23:59,https://store.nintendo.co.kr/70010000051249
잇키단결,21800,10900,50%,2025-10-28,2025/11/5 23:59,https://store.nintendo.co.kr/70010000078971
브레인 메모리 2,6650,2990,55%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000079228
방송사 스토리(TV Studio Story),15000,7500,50%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000075947
농부 시뮬레이터 에볼루션 (Farmer Simulator Evolution),26000,3900,85%,2025-10-28,2025/11/14 23:59,https://store.nintendo.co.kr/70010000075431
트럭 시뮬레이터 USA 레볼루션 (Truck Simulator USA Revolution),28000,4000,86%,2025-10-28,2025/11/10 23:59,https://store.nintendo.co.kr/70010000071705
초간단 두뇌트레이닝 선긋기 뇌섹QUIZ,8900,4450,50%,2025-10-28,2025/11/19 23:59,https://store.nintendo.co.kr/70010000075234
Batman: Arkham Asylum,33800,13520,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000045901
Pixel Cafe,17650,1000,94%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000070020
Dream Town Island(섬도시 스토리),15000,7500,50%,2025-10-28,2025/10/28 23:59,https://store.nintendo.co.kr/70010000069356
World of Horror,21500,18700,13%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000069710
Quake II,11000,4400,60%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000068350
더 다크 픽처스 앤솔로지: 리틀 호프 (The Dark Pictures Anthology: Little Hope),24800,12800,48%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000051067
Betomis,5000,1750,65%,2025-10-28,2025/10/30 23:59,https://store.nintendo.co.kr/70010000065418
Moving Out 2,34800,13920,60%,2025-10-28,2025/11/23 23:59,https://store.nintendo.co.kr/70010000052931
Cassette Beasts,21500,10750,50%,2025-10-28,2025/10/31 23:59,https://store.nintendo.co.kr/70010000061435
The Lara Croft Collection,22990,11490,50%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000055791
더 다크 픽처스 앤솔로지: 맨 오브 메단（The Dark Pictures Anthology: Man Of Medan）,24800,12800,48%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000051063
버스 운전 시뮬레이터 22 (Bus Driving Simulator 22),39000,5700,85%,2025-10-28,2025/11/21 23:59,https://store.nintendo.co.kr/70010000067198
Rainbow Runner,25000,1000,96%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000061595
컬러 브레이커,18000,5400,70%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000060819
DREDGE,27800,11120,60%,2025-10-28,2025/11/23 23:59,https://store.nintendo.co.kr/70010000049265
켄 폴릿의 '대지의 기둥'(Ken Follett's The Pillars of the Earth),19000,1900,90%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000062608
스폰지밥 네모바지 : The Cosmic Shake,44800,30460,32%,2025-10-28,2025/10/29 23:59,https://store.nintendo.co.kr/70010000064858
뇌 기억,6220,2990,52%,2025-10-28,2025/11/12 23:59,https://store.nintendo.co.kr/70010000059314
Cooking Tycoons 3: 3 in 1 Bundle,16200,1000,94%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000042694
VELONE,16400,1640,90%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000054604
ABC Follow Me: Food Festival,12990,1000,92%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000061843
Blade of Darkness,15500,3400,78%,2025-10-28,2025/11/20 23:59,https://store.nintendo.co.kr/70010000061913
Aka,13500,4700,65%,2025-10-28,2025/11/2 23:59,https://store.nintendo.co.kr/70010000053828
Street Drag Racing Car Driving Simulator 2022 Games,6990,5590,20%,2025-10-28,2025/11/7 23:59,https://store.nintendo.co.kr/70010000053341
TOMOMI,10650,5320,50%,2025-10-28,2025/11/13 23:59,https://store.nintendo.co.kr/70010000059253
Aeterna Noctis,38900,11670,70%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000052214
도라에몽 진구의 목장이야기 대자연의 왕국과 모두의 집,59800,29800,50%,2025-10-28,2025/11/16 23:59,https://store.nintendo.co.kr/70010000049988
브로큰 유니버스 아티팩트의 전설,14180,3990,72%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000058232
셜록 홈즈: 베스커빌 가문 이야기,18900,2830,85%,2025-10-28,2025/11/4 23:59,https://store.nintendo.co.kr/70010000054414
초라해,14170,3990,72%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000050136
벙커 라이프(Bunker Life),19000,7600,60%,2025-10-28,2025/11/19 23:59,https://store.nintendo.co.kr/70010000058089
미취학 아동:시즌 1,27440,3990,85%,2025-10-28,2025/11/17 23:59,https://store.nintendo.co.kr/70010000044510
